0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 5.529703157150809479e+10 9.999456326781166471e-01 0.000000000000000000e+00 -0.000000000000000000e+00 1.864405948518238589e+07 1.864304585759913921e+07
1.528873343802448215e-01 -3.891920317486572967e-01 -1.325166428855086842e+01 1.072365365711464458e+00 5.529526129844535065e+10 9.999450005739691782e-01 -3.891706264102953684e-04 1.072306386231854959e-03 1.864724580927024409e+07 1.864623235489871725e+07
-3.480004402597878688e+00 4.205718826979232716e+00 1.047008224914848284e+01 -2.944039109696460210e-01 5.529825055687017059e+10 9.999367373512956236e-01 4.205452762066531555e-03 -2.943852861984491438e-04 1.864259260349338874e+07 1.864157889614909887e+07
7.684742526725507616e+00 -1.137708766263359372e+00 4.801843738548650542e+00 1.102376378675263419e-01 5.529951237284222412e+10 9.999449699044453688e-01 -1.137646158041238486e-03 1.102315714797807837e-04 1.864242345759374648e+07 1.864140974105141684e+07
-6.800344445127707971e+00 5.584097236992263902e+00 4.622675483992491507e+00 -1.206863038515049391e+00 5.530134058513741302e+10 9.999293735857074372e-01 5.583702852227354074e-03 -1.206777802106096843e-03 1.865417558111507818e+07 1.865316250324848294e+07
-3.930332009378102232e+00 1.117842666991754053e-01 -8.436767248515157913e-01 -5.672114809679057457e-01 5.529638035586943817e+10 9.999455089901804206e-01 1.117781754616010314e-04 -5.671805730415265846e-04 1.865150788736073673e+07 1.865049466458744928e+07
-4.654982647073822477e+00 -1.016052784723467717e+00 6.224510470122955219e+00 -9.796883343135945887e-01 5.530067322211599731e+10 9.999446447466350252e-01 -1.015996540864137028e-03 -9.796341034176299888e-04 1.864544659578482062e+07 1.864443304361355305e+07
1.466407232036101016e+00 -1.574879062426775223e+00 -1.100714556322959670e+00 8.384207685112428088e-01 5.530160357168391418e+10 9.999440543924849045e-01 -1.574790954860864813e-03 8.383738625519951112e-04 1.864632672314627841e+07 1.864531321881840006e+07
-4.473612897187536852e+00 8.743551255629111729e-02 6.204951604229334450e+00 -5.844214705207644300e-01 5.529695146720966339e+10 9.999454845500248545e-01 8.743074596998029393e-05 -5.843896105213238629e-04 1.864859779508177191e+07 1.864758441418763995e+07
-2.520127701047582658e+00 1.190097296675074023e+00 -8.740279153423280434e+00 1.655078486355736178e+00 5.529725896690667725e+10 9.999435944139999366e-01 1.190030168539657832e-03 1.654985130683837109e-03 1.865082289229459688e+07 1.864980963230631128e+07
4.436768740252977850e+00 -1.911404907818393228e+00 -6.400222751542118393e-01 -5.079028744305785770e-01 5.529559315903272247e+10 9.999437100009227475e-01 -1.911297314837895941e-03 -5.078742845782455812e-04 1.864970783016987145e+07 1.864869450959569216e+07
2.553298482567660344e+00 5.739616428602782872e-01 2.392336091375510954e+00 -3.892497468868508781e-01 5.529805418763211823e+10 9.999453625350391839e-01 5.739302830511277317e-04 -3.892284792674443423e-04 1.863897221766534820e+07 1.863795831341045350e+07
4.383141178670656224e+00 -1.578205431715797857e-01 4.626728119976348808e+00 -2.401120184037910943e-01 5.529850834469448853e+10 9.999456044370517160e-01 -1.578119584342891788e-04 -2.400989573753793899e-04 1.864629524204254150e+07 1.864528173600343987e+07
-6.627908147251979631e-01 -1.095360355823134402e+00 -6.044652108286385328e+00 5.171203188486671598e-01 5.529756204541857147e+10 9.999449108900522187e-01 -1.095300013396060092e-03 5.170918311505658116e-04 1.864608048064187914e+07 1.864506696292880550e+07
3.427029691194549255e+00 -1.143998274822818129e+00 1.201550488475617939e+01 -2.907973318299030829e-01 5.529800483695929718e+10 9.999449783850520301e-01 -1.143935330190239737e-03 -2.907813316910832298e-04 1.865131917839399725e+07 1.865030594536864012e+07
1.150108479676256623e+00 2.897845974682256465e+00 9.980873562270387467e+00 -1.514652228483631125e-01 5.529872163009536743e+10 9.999414523550406164e-01 2.897676312624983697e-03 -1.514563549162721069e-04 1.864914499831435829e+07 1.864813164715646580e+07
1.617481524441483520e+00 -3.209706320922699474e-01 2.910134777291110808e+00 -1.595415521453026786e+00 5.529504362906630707e+10 9.999442596878120870e-01 -3.209527410890339436e-04 -1.595326592493791435e-03 1.863568445164043456e+07 1.863467036849962920e+07
-8.936101635881181338e+00 5.303963425264117681e+00 -6.508737112525238899e+00 -2.339354458439466544e-01 5.530055113304448700e+10 9.999315358219220684e-01 5.303600293767652026e-03 -2.339194296459236777e-04 1.864328051187240332e+07 1.864226684193439037e+07
2.740113947308934428e+00 -4.387843669557283666e-01 1.945724514260386950e+00 1.978783665245546386e+00 5.529803311663317871e+10 9.999436296353672038e-01 -4.387596325209678857e-04 1.978672120488807196e-03 1.865279247995789722e+07 1.865177932696767896e+07
3.099874595840590996e-01 -1.626294591053188521e+00 -1.523488169402859782e+01 -6.649998135922716713e-01 5.530105779606094360e+10 9.999440828786011481e-01 -1.626203653341110273e-03 -6.649626287169648365e-04 1.864296951331010088e+07 1.864195582646131516e+07
4.192983197678104901e+00 2.181744415488644950e+00 1.222872118483130599e+01 -5.340007607804613254e-01 5.530062533565341187e+10 9.999431011337642783e-01 2.181620276704987482e-03 -5.339703767426038413e-04 1.864249797761235386e+07 1.864148426512239501e+07
