0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.289132258833917999e+10 9.431003997938085248e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.952803641998229723e+05 1.841689895487335889e+04
2.015401667575012836e-08 -3.455751226493894143e-09 -5.041110577965114968e-08 -9.538994989443599088e-09 4.286736882220555115e+10 9.436094953295127985e-02 -3.260879670816248345e-13 -9.001086247939625598e-13 1.952813104723164579e+05 1.842692988220684128e+04
-1.525389371909901204e+00 1.988751921993937022e-01 2.912881639014562596e-02 1.891469535837191421e-02 4.285831287802568054e+10 9.436744169583169417e-02 1.876734310462360890e-05 1.784931411425580024e-06 1.952814312169835903e+05 1.842820944237395452e+04
-7.967925815328482394e-09 -1.021083076836571849e-08 -1.562311287790960400e-08 2.654743722307248992e-09 4.287308305636731720e+10 9.434265509097015945e-02 -9.633168853721927823e-13 2.504555713485510304e-13 1.952809703671841708e+05 1.842332523318121821e+04
7.283110928290401631e+00 2.640495830062119520e-01 2.865423363968140347e+00 -5.038831690043952261e-01 4.283703353758856201e+10 9.451613455870699898e-02 2.495694591758560246e-05 -4.762508940348712160e-05 1.952841984677772853e+05 1.845751056618271468e+04
2.165140192588459946e-09 3.376756778909202673e-09 -1.372654884829327366e-08 1.619340268029422761e-08 4.287830959757415009e+10 9.433327013485795498e-02 3.185405094045546574e-13 1.527576629442728212e-12 1.952807959212546120e+05 1.842147607378977773e+04
-4.878864896389704202e-09 -1.021233418528700765e-08 3.835053001157912683e-09 -1.750896520966192067e-09 4.287258202873716736e+10 9.434375087912492963e-02 -9.634699122710885528e-13 -1.651861451891609509e-13 1.952809907366654370e+05 1.842354114148866574e+04
3.460174991830530754e-08 6.185458757489082619e-09 2.278938978385299931e-08 -1.768668795021531555e-08 4.288222888450250244e+10 9.432820483213942564e-02 5.834632206571808812e-13 -1.668353523770042680e-12 1.952807017756951391e+05 1.842047803686170664e+04
-1.067283598228382252e-08 -7.230943009255971946e-09 1.949263889311606757e-08 -1.071588251495574517e-08 4.287588004795462799e+10 9.433789786482849049e-02 -6.821519630735855335e-13 -1.010913830227396525e-12 1.952808819384659582e+05 1.842238789526463370e+04
-3.748185754156302359e-08 6.609367440687677086e-09 -6.600026505518994425e-08 -9.570632300766082131e-09 4.286358556762574768e+10 9.436524994439196568e-02 6.236946105148188123e-13 -9.031351091876624036e-13 1.952813904294887034e+05 1.842777721736709282e+04
-8.902856019390922573e-09 -5.264381024869760711e-09 7.190791584202878790e-09 -1.363081425079838740e-08 4.287836602720085144e+10 9.433295967828109196e-02 -4.966046429501472248e-13 -1.285835051102703521e-12 1.952807901508463547e+05 1.842141490324266124e+04
